MasterCatalogName,CatalogName,ProductCode,IsActive,IsContentOverridden,IsPriceOverridden,IsSEOOverridden,CategoryCodes,ProductName,Price,SalePrice,MSRP,MAP,MAPEffectiveStartDate,MAPEffectiveEndDate,ProductShortDescription,ContentFullProductDescription,SEOMetaTagTitle,SEOMetaTagDescription,SEOMetaTagKeywords,SEOFriendlyURL
Mystic_Dev,Mystic_Dev,HKFT_026,Yes,No,No,Yes,,Terradora WP Hiking Shoes - Women's,129.9500,,,,,,"KEEN Terradora WP offers crazy comfort and secure fit, with style to spare. These waterproof hikers go from trails to around-town treks, propelling you on the uphill and cushioning on the way down.","•	Lightweight cushioning and dual-density footbeds flex with your feet&nbsp;<div>•	Lower collar height encourages freedom of movement, while low-density cushioning panels take pressure off your Achilles tendons&nbsp;</div><div>•	Natural odor control&nbsp;</div><div>•	High-traction, all-terrain outsoles with 4mm multidirectional lugs supply grip for confidence on the trail&nbsp;</div><div>•	Women-specific TrailFit™ has a narrower last through the heel for added stability on steep ascents, while accommodating forefoot areas give toes room to move&nbsp;</div><div>•	Fit Tip: women-specific last fits narrower than other KEEN footwear
</div>",,"•	Lightweight cushioning and dual-density footbeds flex with your feet •	Lower collar height encourages freedom of movement, while low-density cushioning panels take pressure off your Achilles tendons •	Natural odor control •	High-traction, all-terrain outsoles with 4mm multidirectional lugs supply grip for confidence on the trail •	Women-specific TrailFit™ has a narrower last through the heel for added stability on steep ascents, while accommodating forefoot areas give toes room to move •	Fit Tip: women-specific last fits narrower than other KEEN footwear",,terradora-wp-hiking-shoes-women-s
Mystic_Dev,Mystic_Dev,HKFT_025,Yes,No,No,Yes,,Breeze 2.0 Low GTX Hiking Shoes - Women's,149.9900,,,,,,"Offering the underfoot stability of boots with the light weight and mobility of shoes, the Breeze 2.0 Low Hiking Shoes deliver function and comfort in an agile design to keep you nimble on the trail.","•	Gore-Tex® lining with extended comfort technology&nbsp;<div>•	Tough, abrasion-resistant nubuck leather uppers with breathable mesh panels&nbsp;</div><div>•	Low-friction lacing&nbsp;</div><div>•	Molded EVA midsoles</div><div>•	Exclusive Vibram® Contact outsoles provide excellent traction
</div>",,"•	Gore-Tex® lining with extended comfort technology •	Tough, abrasion-resistant nubuck leather uppers with breathable mesh panels •	Low-friction lacing •	Molded EVA midsoles•	Exclusive Vibram® Contact outsoles provide excellent traction",,breeze-2.0-low-gtx-hiking-shoes-women-s
Mystic_Dev,Mystic_Dev,HKFT_024,Yes,No,No,Yes,,Tor Summit Mid Waterproof Hiking Boots - Women's,180.0000,,,,,,Love your HOKA ONE ONE running shoes and wish they had more support for hiking? Now they do. Say hello to the Tor Summit Mid Waterproof Hiking Boots.,"•	Supple, durable nubuck and suede leather uppers&nbsp;<div>•	eVent® waterproof, breathable full-bootie membrane keeps feet dry&nbsp;</div><div>•	Late-stage Meta-Rocker geometry delivers a smooth ride&nbsp;</div><div>•	Technical midfoot geometry is designed to increase underfoot stability on uneven terrain&nbsp;</div><div>•	Full-length EVA and RMAT midsoles provide cushioning and stability&nbsp;</div><div>•	Vibram® Megagrip high-traction outsoles have 5mm lugs
</div>",,"•	Supple, durable nubuck and suede leather uppers •	eVent® waterproof, breathable full-bootie membrane keeps feet dry •	Late-stage Meta-Rocker geometry delivers a smooth ride •	Technical midfoot geometry is designed to increase underfoot stability on uneven terrain •	Full-length EVA and RMAT midsoles provide cushioning and stability •	Vibram® Megagrip high-traction outsoles have 5mm lugs",,tor-summit-mid-waterproof-hiking-boots-women-s
Mystic_Dev,Mystic_Dev,HKFT_023,Yes,No,No,Yes,157,Capra Sport GTX Hiking Shoes - Women's,160.0000,,,,,,"The lightweight Capra Sport GTX Hiking Shoes are made for moving fast on uneven, rugged terrain, even in sloppy weather.","•	Gore-Tex® waterproof membrane repels moisture and enhances breathability&nbsp;<div>•	Synthetic leather and mesh upper&nbsp;</div><div>•	Breathable mesh lining treated with M-Select Fresh reduces shoe odor&nbsp;</div><div>•	EVA molded footbed and molded nylon arch shank for comfort and support&nbsp;</div><div>•	Merrell air cushion in the heel absorbs shock and adds stability&nbsp;</div><div>•	Vibram® Megagrip outsoles with 3.5 mm lugs
</div>",,•	Gore-Tex® waterproof membrane repels moisture and enhances breathability •	Synthetic leather and mesh upper •	Breathable mesh lining treated with M-Select Fresh reduces shoe odor •	EVA molded footbed and molded nylon arch shank for comfort and support •	Merrell air cushion in the heel absorbs shock and adds stability •	Vibram® Megagrip outsoles with 3.5 mm lugs,,capra-sport-gtx-hiking-shoes-women-s
Mystic_Dev,Mystic_Dev,HKFT_022,Yes,No,No,Yes,157,Chameleon Shift Traveler Mid Waterproof Hiking Boots - Women's,160.0000,,,,,,"A field-tested favorite, the waterproof Merrell Chameleon Shift Traveler Mid hiking shoes feature a lightweight design and rugged outsoles to keep you stable on rocky terrain.","•	Waterproof full grain leather and suede upper with M-Select Dry lining provides durability and enhanced breathability&nbsp;<div>•	Bellows tongue keeps debris out&nbsp;</div><div>•	Molded nylon arch shank&nbsp;</div><div>•	Merrell air cushion in the heels absorbs shock and adds stability
5mm lug depth</div>",,"•	Waterproof full grain leather and suede upper with M-Select Dry lining provides durability and enhanced breathability •	Bellows tongue keeps debris out •	Molded nylon arch shank •	Merrell air cushion in the heels absorbs shock and adds stability
5mm lug depth",,chameleon-shift-traveler-mid-waterproof-hiking-boots-women-s
Mystic_Dev,Mystic_Dev,HKFT_021,Yes,No,No,Yes,157,Yellowstone Mid Hiking Boots - Women's,145.0000,,,,,,Oboz Yellowstone Mid waterproof hiking boots are lightweight and functional for day hikes in any season and any conditions.,"•	Rugged nubuck leather and breathable mesh uppers feature thermoplastic urethane (TPU) overlays for added structure and support &nbsp;<div>•	Women-specific molded TPU heel cages lock feet in to deliver technical yet nimble multisport shoes&nbsp;</div><div>•	Proprietary waterproof membranes keep the elements out so your feet stay comfortable&nbsp;</div><div>• Nylon mesh linings wick moisture, dry quickly and enhance breathability&nbsp;</div><div>•	Anatomic EVA footbeds and dual-density EVA midsoles provide cushioning over a long day of hiking or a short burst of high-impact activity&nbsp;</div><div>•	Nylon plates offer torsional stability and protection underfoot, increasing surefootedness on varied terrain and reducing rock bruising&nbsp;</div><div>•	High-friction, nonmarking rubber outsoles grip both wet and dry surfaces with ease</div>",,"•	Rugged nubuck leather and breathable mesh uppers feature thermoplastic urethane (TPU) overlays for added structure and support  •	Women-specific molded TPU heel cages lock feet in to deliver technical yet nimble multisport shoes •	Proprietary waterproof membranes keep the elements out so your feet stay comfortable • Nylon mesh linings wick moisture, dry quickly and enhance breathability •	Anatomic EVA footbeds and dual-density EVA midsoles provide cushioning over a long day of hiking or a short burst of high-impact activity •	Nylon plates offer torsional stability and protection underfoot, increasing surefootedness on varied terrain and reducing rock bruising •	High-friction, nonmarking rubber outsoles grip both wet and dry surfaces with ease",,yellowstone-mid-hiking-boots-women-s
Mystic_Dev,Mystic_Dev,HKFT_020,Yes,No,No,Yes,157,Bridger Low BDry Hiking Shoes - Women's,98.0000,,,,,,"Scramble up a crag or pick berries in a bog. The supportive Oboz Bridger Low BDry hiking shoes prevent toe pinching with webbing eyelets, and keep your feet dry with waterproof breathable membranes.","•	Waterproof nubuck leather and abrasion-resistant textile uppers are lined with airy mesh and waterproof/breathable membrane&nbsp;<div>•	Deluxe insoles and dual-density EVA midsoles stabilize arches and protect high-impact zones&nbsp;</div><div>•	Board-lasted, thermoplastic urethane chassis design with nylon shanks offer torsional stability and protection from sharp rocks&nbsp;</div><div>•	Molded rubber toe caps and heel counters&nbsp;</div><div>•	Carbon rubber outsoles feature deep directional lugs for traction going up and down the trail
</div>",,"•	Waterproof nubuck leather and abrasion-resistant textile uppers are lined with airy mesh and waterproof/breathable membrane •	Deluxe insoles and dual-density EVA midsoles stabilize arches and protect high-impact zones •	Board-lasted, thermoplastic urethane chassis design with nylon shanks offer torsional stability and protection from sharp rocks •	Molded rubber toe caps and heel counters •	Carbon rubber outsoles feature deep directional lugs for traction going up and down the trail",,bridger-low-bdry-hiking-shoes-women-s
Mystic_Dev,Mystic_Dev,HKFT_019,Yes,No,No,Yes,157,Terradora Mid WP Hiking Boots - Women's,98.0000,,,70.0000,,,"Made specifically for women, KEEN Terradora Mid WP lightweight hiking boots double as around-town trekkers. A glovelike fit and cushioned ankle panels delivers flexible freedom and all-day comfort.","•	Lightweight cushioning and dual-density footbeds flex with your feet&nbsp;<div>• Low-density cushioning panels take pressure off your Achilles tendons&nbsp;</div><div>•	KEEN.Dry waterproof breathable membrane&nbsp;</div><div>•	Natural odor control&nbsp;</div><div>•	High-traction, all-terrain outsoles with 4mm multidirectional lugs supply grip for confidence on the trail&nbsp;</div><div>•	Women-specific TrailFit™ has a narrower last through the heel for added stability on steep ascents, while accommodating forefoot areas give toes room to move&nbsp;</div><div>•	Fit Tip: women-specific last fits narrower than other KEEN footwear</div>",,"•	Lightweight cushioning and dual-density footbeds flex with your feet • Low-density cushioning panels take pressure off your Achilles tendons •	KEEN.Dry waterproof breathable membrane •	Natural odor control •	High-traction, all-terrain outsoles with 4mm multidirectional lugs supply grip for confidence on the trail •	Women-specific TrailFit™ has a narrower last through the heel for added stability on steep ascents, while accommodating forefoot areas give toes room to move •	Fit Tip: women-specific last fits narrower than other KEEN footwear",,terradora-mid-wp-hiking-boots-women-s
Mystic_Dev,Mystic_Dev,HKFT_018,Yes,No,No,Yes,CampHike,Mt. Maddsen Low WP Hiking Shoes - Men's,65.0000,,,50.0000,,,"Crafted of full-grain leather, the waterproof Mt. Maddsen Low hiking shoes from Timberland offer rugged performance and comfort for long miles beyond the pavement.","•	Waterproof leather uppers for protection from the elements&nbsp;<div>•	Waterproof membranes help keep feet dry and comfortable in any weather&nbsp;</div><div>•	Breathable mesh linings increase comfort and climate control&nbsp;</div><div>•	Removable anti-fatigue footbeds offer all-day comfort and support&nbsp;</div><div>•	Compression-molded EVA midsoles provide lightweight cushioning and shock absorption&nbsp;</div><div>•	Internal thermoplastic urethane shanks for torsional rigidity&nbsp;</div><div>•	42% recycled Green Rubber outsoles are designed for traction and durability
</div>",,•	Waterproof leather uppers for protection from the elements •	Waterproof membranes help keep feet dry and comfortable in any weather •	Breathable mesh linings increase comfort and climate control •	Removable anti-fatigue footbeds offer all-day comfort and support •	Compression-molded EVA midsoles provide lightweight cushioning and shock absorption •	Internal thermoplastic urethane shanks for torsional rigidity •	42% recycled Green Rubber outsoles are designed for traction and durability,,mt.-maddsen-low-wp-hiking-shoes-men-s
Mystic_Dev,Mystic_Dev,HKFT_017,Yes,No,No,Yes,CampHike,Chocorua Trail Mid GTX Hiking Boots - Men's,98.0000,,,,,,The men's Timberland Chocorua Trail Mid GTX Hiking Boots are built for traction and use the power of a Gore-Tex® membranes to keep feet dry.,"•	Premium full-grain, waterproof leather uppers&nbsp;<div>•	Gore-Tex membranes provide waterproof, breathable protection
•	Adjustable, rustproof lacing system for a customized fit&nbsp;</div><div>•	EVA midsoles for lightweight, all-day cushioning&nbsp;</div><div>•	Removable contoured sock liners for additional underfoot comfort&nbsp;</div><div>•	Solid rubber outsoles with lugs for superior traction
</div>",,"•	Premium full-grain, waterproof leather uppers •	Gore-Tex membranes provide waterproof, breathable protection
•	Adjustable, rustproof lacing system for a customized fit •	EVA midsoles for lightweight, all-day cushioning •	Removable contoured sock liners for additional underfoot comfort •	Solid rubber outsoles with lugs for superior traction",,chocorua-trail-mid-gtx-hiking-boots-men-s
Mystic_Dev,Mystic_Dev,HKFT_016,Yes,No,No,Yes,CampHike,Ultra Gore-Tex Surround Hiking Shoes - Men's,134.7500,,,,,,Experience an unprecedented level of breathability and waterproof protection in these lightweight hikers from The North Face. They're built with revolutionary Gore-Tex® Surround® technology.,"•	Gore-Tex Surround is the most breathable waterproof technology made by Gore to keep you cool and dry on the trail; FlashDry™ collar lining also keeps feet cool and dry&nbsp;<div>•	Industry-leading OrthoLite® footbeds for long-lasting comfort&nbsp;</div><div>•	Dual-density Cradle™ Guide midsole is tuned for a plush yet responsive experience on the trail; Ultra Protect™ Cradle helps proper heel positioning&nbsp;</div><div>•	Rubberized screen in high-wear areas increases durability
Vibram® Megagrip rubber outsoles supply durable, sticky traction in all conditions</div>",,"•	Gore-Tex Surround is the most breathable waterproof technology made by Gore to keep you cool and dry on the trail; FlashDry™ collar lining also keeps feet cool and dry •	Industry-leading OrthoLite® footbeds for long-lasting comfort •	Dual-density Cradle™ Guide midsole is tuned for a plush yet responsive experience on the trail; Ultra Protect™ Cradle helps proper heel positioning •	Rubberized screen in high-wear areas increases durability
Vibram® Megagrip rubber outsoles supply durable, sticky traction in all conditions",,ultra-gore-tex-surround-hiking-shoes-men-s
Mystic_Dev,Mystic_Dev,HKFT_015,Yes,No,No,Yes,CampHike,Litewave Flow Lace Hiking Shoes - Men's,85.0000,,,,,,"Modern and minimal, the Litewave Flow Lace men's shoes from The North Face are quick-drying and extremely breathable, excelling in all environments on land, in water or around town.","•	Breathable, quick-drying, open air-mesh uppers are very lightweight; no-sew thermoplastic overlays provide support and structure&nbsp;<div>•	Minimal, seamless lining drys quickly and and is comfortable on your feet with our without socks&nbsp;</div><div>•	Elastic, quick-pull lace-lock system&nbsp;</div><div>•	5mm OrthoLite® footbeds and dual-density EVA Cradle™ Guide midsoles cushion your stride&nbsp;</div><div>• Vibram® XS Trek outsoles provide a level of traction that professional athletes for The North Face rave about</div>",,"•	Breathable, quick-drying, open air-mesh uppers are very lightweight; no-sew thermoplastic overlays provide support and structure •	Minimal, seamless lining drys quickly and and is comfortable on your feet with our without socks •	Elastic, quick-pull lace-lock system •	5mm OrthoLite® footbeds and dual-density EVA Cradle™ Guide midsoles cushion your stride • Vibram® XS Trek outsoles provide a level of traction that professional athletes for The North Face rave about",,litewave-flow-lace-hiking-shoes-men-s
Mystic_Dev,Mystic_Dev,HKFT_014,Yes,No,No,Yes,CampHike,Versatrail WP Hiking Shoes - Men's,140.0000,,,,,,"Offering an adaptive fit and compression-molded midsoles, KEEN Versatrail WP men's hiking shoes deliver comfort and performance for a wide variety of trails and in varying weather conditions.","•	Waterproof, lightweight mesh and synthetic uppers have no-sew construction for a sleek, lightweight fit&nbsp;<div>•	Waterproof nubuck leather and breathable mesh uppers have KEEN.DRY™ waterproof, breathable membranes to keep your feet dry on wet and muddy trails&nbsp;</div><div>•	Molded thermoplastic urethane lace guides allow friction-free adjustment&nbsp;</div><div>•	Mesh linings offer lightweight breathability&nbsp;</div><div>•	Removable polyurethane footbeds supply cushioning and stability shanks deliver stiff support&nbsp;</div><div>•	Exterior EVA heel contours for flexible support&nbsp;</div><div>•	Cleansport NXT for natural odor control
</div>",,"•	Waterproof, lightweight mesh and synthetic uppers have no-sew construction for a sleek, lightweight fit •	Waterproof nubuck leather and breathable mesh uppers have KEEN.DRY™ waterproof, breathable membranes to keep your feet dry on wet and muddy trails •	Molded thermoplastic urethane lace guides allow friction-free adjustment •	Mesh linings offer lightweight breathability •	Removable polyurethane footbeds supply cushioning and stability shanks deliver stiff support •	Exterior EVA heel contours for flexible support •	Cleansport NXT for natural odor control",,versatrail-wp-hiking-shoes-men-s
Mystic_Dev,Mystic_Dev,HKFT_013,Yes,No,No,Yes,CampHike,Versago Hiking Shoes - Men's,120.0000,,,,,,"These airy, fast hikers blend trail-shoe performance features with the wear-anywhere style of a city sneaker. And KEEN Versago men's shoes get bonus points for a just-right fit and an ultralight feel.","•	Integrated tongue construction for a socklike fit; elastic tongue reinforcement&nbsp;<div>•	Secure fit lace capture system and exterior EVA heel counters secure the fit during activity&nbsp;</div><div>•	Natural odor control&nbsp;</div><div>•	S3 (structure, suspension, stability) heel support structure supports the feet on impact, dissipates shock and reduces the chance of twisting an ankle
</div>",,"•	Integrated tongue construction for a socklike fit; elastic tongue reinforcement •	Secure fit lace capture system and exterior EVA heel counters secure the fit during activity •	Natural odor control •	S3 (structure, suspension, stability) heel support structure supports the feet on impact, dissipates shock and reduces the chance of twisting an ankle",,versago-hiking-shoes-men-s
Mystic_Dev,Mystic_Dev,HKFT_012,Yes,No,No,Yes,CampHike,Celeris GV Hiking Shoes - Men's,210.0000,,,,,,"With Gore-Tex® waterproof breathable protection and comfortable suede leather and polyester fabric uppers, you'll wish you could hike every day in the Asolo Celeris GV light hikers for men.","•	Polyurethane toe caps add protection from rocks through difficult terrain&nbsp;<div>•	Asoflex underfoot support delivers all-day comfort; thermoplastic urethane plates offer torsional rigidity and support&nbsp;</div><div>•	Vibram® rubber outsoles&nbsp;</div><div>•	Made in Europe
</div>",,•	Polyurethane toe caps add protection from rocks through difficult terrain •	Asoflex underfoot support delivers all-day comfort; thermoplastic urethane plates offer torsional rigidity and support •	Vibram® rubber outsoles •	Made in Europe,,celeris-gv-hiking-shoes-men-s
Mystic_Dev,Mystic_Dev,HKFT_011,Yes,No,No,Yes,CampHike,Acrux FL GTX Approach Shoes - Men's,230.0000,,,,,,"Designed for aggressive approaches and long trails, these waterproof, breathable shoes deliver durable performance with the weather protection and custom comfort of Adaptive Fit Gore-Tex® liners.","•	Quick-drying, seamless, single-piece uppers use thermo-laminated construction to create a smooth, uninterrupted surface that's light, abrasion-resistant and durable&nbsp;<div>•	Arc'teryx Adaptive Fit features independent liners that conform to your feet for a custom fit with no pressure points&nbsp;</div><div>•	Injected EVA midsoles work in tandem with the outsoles for superior braking on descents; 3-dimensional toe and heel caps protect your feet and extend durability&nbsp;</div><div>•	Custom-developed, 3D-molded Ortholite® footbeds deliver maximum comfort, breathability and arch support&nbsp;</div><div>•	""Y"" groove split heel technology for improved braking&nbsp;</div><div>•	Front and rear pull loops&nbsp;</div><div>•	14mm heel drop&nbsp;</div><div>•	Vibram® Megagrip rubber compound outsoles
</div>",,"•	Quick-drying, seamless, single-piece uppers use thermo-laminated construction to create a smooth, uninterrupted surface that's light, abrasion-resistant and durable •	Arc'teryx Adaptive Fit features independent liners that conform to your feet for a custom fit with no pressure points •	Injected EVA midsoles work in tandem with the outsoles for superior braking on descents; 3-dimensional toe and heel caps protect your feet and extend durability •	Custom-developed, 3D-molded Ortholite® footbeds deliver maximum comfort, breathability and arch support •	""Y"" groove split heel technology for improved braking •	Front and rear pull loops •	14mm heel drop •	Vibram® Megagrip rubber compound outsoles",,acrux-fl-gtx-approach-shoes-men-s
Mystic_Dev,Mystic_Dev,HKFT_010,Yes,No,No,Yes,CampHike,Ridgecrest Hiking Shoes - Men's,150.0000,,,,,,"Ahnu partnered with our sponsored blind endurance hiker, Trevor Thomas, to design the Ridgecrest hiking shoe specifically for thru hikes.","•	Features an RMAT midsole, a special EVA + Rubber foam, that delivers state-of-the-art shock absorption, cushioning, low compression and durability&nbsp;<div>•	eVent waterproof, breathable bootie construction&nbsp;</div><div>•	Waterproof leather and breathable, hydrophobic mesh&nbsp;</div><div>•	Numentum Hike technology to center and guide the foot for balance on trails&nbsp;</div><div>•	Spider Rubber outsole for traction in all environments&nbsp;</div><div>•	Integrated TPU shank and arch support for torsional rigidity and mid foot support&nbsp;</div><div>•	Shock dispersal plate in forefoot for stone bruising protection&nbsp;</div><div>•	Moisture-wicking mesh lining
</div>",,"•	Features an RMAT midsole, a special EVA + Rubber foam, that delivers state-of-the-art shock absorption, cushioning, low compression and durability •	eVent waterproof, breathable bootie construction •	Waterproof leather and breathable, hydrophobic mesh •	Numentum Hike technology to center and guide the foot for balance on trails •	Spider Rubber outsole for traction in all environments •	Integrated TPU shank and arch support for torsional rigidity and mid foot support •	Shock dispersal plate in forefoot for stone bruising protection •	Moisture-wicking mesh lining",,ridgecrest-hiking-shoes-men-s
Mystic_Dev,Mystic_Dev,HKFT_009,Yes,No,No,Yes,CampHike,Coburn Waterproof Hiking Boots - Men's,165.0000,,,,,,"The Ahnu Coburn Waterproof hiking boots boast stout protection from the elements, sturdy leather construction and good support for worry-free performance through the miles.","•	Full-grain leather uppers offer protection for many years of use; synthetic mesh at ankles offers flexibility and breathability without compromising support&nbsp;<div>•	Highly breathable eVent® waterproof membranes keep the elements out while allowing perspiration to dissipate and vent quickly&nbsp;</div><div>•	Padded, gusseted tongues keep out debris and moisture, and relieve lace pressure; metal lace eyelets and hooks ensure smooth, secure lacing&nbsp;</div><div>•	Dual-density EVA midsoles provide light support and great shock-absorbing performance through the miles&nbsp;</div><div>•	Thermoplastic polyurethane shanks and arch supports allow forefoot flex and provide stable support on the trail&nbsp;</div><div>•	Nonmarking rubber outsoles with aggressive multidirectional lugs to deliver good traction over mixed terrain
</div>",,"•	Full-grain leather uppers offer protection for many years of use; synthetic mesh at ankles offers flexibility and breathability without compromising support •	Highly breathable eVent® waterproof membranes keep the elements out while allowing perspiration to dissipate and vent quickly •	Padded, gusseted tongues keep out debris and moisture, and relieve lace pressure; metal lace eyelets and hooks ensure smooth, secure lacing •	Dual-density EVA midsoles provide light support and great shock-absorbing performance through the miles •	Thermoplastic polyurethane shanks and arch supports allow forefoot flex and provide stable support on the trail •	Nonmarking rubber outsoles with aggressive multidirectional lugs to deliver good traction over mixed terrain",,coburn-waterproof-hiking-boots-men-s
Mystic_Dev,Mystic_Dev,HKFT_008,Yes,No,No,Yes,CampHike,Renegade II GTX Lo Hiking Shoes - Men's,210.0000,,,,,,"Day hikers, light-and-fast backpackers and weekend warriors will love the Lowa Renegade II GTX Lo hiking shoes. They boast great versatility in a lightweight and waterproof design.","•	Nubuck leather uppers deliver trail-ready toughness without hindering flexibility and comfort&nbsp;<div>•	Gore-Tex® membranes keep out the wet stuff while still allowing your feet to breathe&nbsp;</div><div>•	Polyester linings manage excess moisture to help keep your feet dry&nbsp;</div><div>•	Padded ankles and tongues relieve pressure and add comfort&nbsp;</div><div>•	Derby-cut lacing with sturdy, updated eyelet hardware fits a variety of foot sizes&nbsp;</div><div>•	Contoured polyurethane midsoles with stabilizing nylon shanks provide dependable cushioning, shock absorption and support&nbsp;</div><div>•	External polyurethane frames are part of the midsoles and offer additional support&nbsp;</div><div>•	Vibram® rubber outsoles feature an aggressive tread pattern to deliver all-terrain traction
</div>",,"•	Nubuck leather uppers deliver trail-ready toughness without hindering flexibility and comfort •	Gore-Tex® membranes keep out the wet stuff while still allowing your feet to breathe •	Polyester linings manage excess moisture to help keep your feet dry •	Padded ankles and tongues relieve pressure and add comfort •	Derby-cut lacing with sturdy, updated eyelet hardware fits a variety of foot sizes •	Contoured polyurethane midsoles with stabilizing nylon shanks provide dependable cushioning, shock absorption and support •	External polyurethane frames are part of the midsoles and offer additional support •	Vibram® rubber outsoles feature an aggressive tread pattern to deliver all-terrain traction",,renegade-ii-gtx-lo-hiking-shoes-men-s
Mystic_Dev,Mystic_Dev,HKFT_007,Yes,No,No,Yes,CampHike,All Out Blaze Ventilator Hiking Shoes - Men's,130.0000,,,,,,Merrell All Out Blaze Ventilator lightweight hiking shoes deliver breathable ventilation while integrated footbeds keep you stable as you cruise through your hike.,"•	Leather and mesh uppers with breathable mesh linings&nbsp;<div>•	Bellows tongue keeps out debris&nbsp;</div><div>•	Soft E-foam midsoles with I-Tech harder foam topsheet for cushion and support&nbsp;</div><div>•	Molded thermoplastic urethane external heel counters add stability&nbsp;</div><div>•	15mm heel cushion and 9mm forefoot cushion equates to a 6mm drop&nbsp;</div><div>•	Vibram® TC5+ rubber outsoles have hollowed lugs for lightness; 5mm lug depth
</div>",,•	Leather and mesh uppers with breathable mesh linings •	Bellows tongue keeps out debris •	Soft E-foam midsoles with I-Tech harder foam topsheet for cushion and support •	Molded thermoplastic urethane external heel counters add stability •	15mm heel cushion and 9mm forefoot cushion equates to a 6mm drop •	Vibram® TC5+ rubber outsoles have hollowed lugs for lightness; 5mm lug depth,,all-out-blaze-ventilator-hiking-shoes-men-s
Mystic_Dev,Mystic_Dev,HKFT_006,Yes,No,No,Yes,CampHike,Chameleon Shift Vent Low WP Hiking Shoes - Men's Price: 140,140.0000,,,,,,"Whatever weather and distances your hikes entail, the ultralight, waterproof Chameleon Shift Vent Low WP Hiking Shoes from Merrell are ready for action.","•	Enjoy the stability, cushioning and protection you need for rugged trails&nbsp;<div>•	Athletic-feeling hikers cut the bulk with fused construction of their breathable uppers&nbsp;</div><div>•	Underfoot, durable TRK outsoles protect and react to rocky ground
</div>",,"•	Enjoy the stability, cushioning and protection you need for rugged trails •	Athletic-feeling hikers cut the bulk with fused construction of their breathable uppers •	Underfoot, durable TRK outsoles protect and react to rocky ground",,chameleon-shift-vent-low-wp-hiking-shoes-men-s-price-140
Mystic_Dev,Mystic_Dev,HKFT_005,Yes,No,No,Yes,CampHike,Guide Tennie Low Approach Shoes - Men's,140.0000,,,,,,"Five Ten Guide Tennie Low approach shoes have hand-ground, beveled climbing toes for precision edging power and dotty-tread Stealth C4 rubber outsoles for guaranteed traction on rock.","•	Ergonomic last design, mesh lining and compression-molded midsoles offer comfort when hiking long miles or engaging in scrambling and technical climbing&nbsp;<div>•	Nubuck leather uppers ensure breathability and water resistance&nbsp;</div><div>•	Stealth C4 rubber outsoles deliver unrivaled traction on rugged terrain
</div>",,"•	Ergonomic last design, mesh lining and compression-molded midsoles offer comfort when hiking long miles or engaging in scrambling and technical climbing •	Nubuck leather uppers ensure breathability and water resistance •	Stealth C4 rubber outsoles deliver unrivaled traction on rugged terrain",,guide-tennie-low-approach-shoes-men-s
Mystic_Dev,Mystic_Dev,HKFT_035,Yes,No,No,Yes,CampHike,Nepal Jr. Waterproof Hiking Boots - Kids',65.0000,,,,,,Lace up the Hi-Tec Nepal Jr. waterproof hiking boots on your young hiker's feet and enjoy a summer filled with fun family adventures.,"•	Suede and mesh uppers have built-in waterproof booties to keep your child's feet dry on wet days&nbsp;<div>•	Soft padded collars are comfortable around the ankles&nbsp;</div><div>•	Soft, cushioned insoles absorb shock&nbsp;</div><div>•	Big-Fit dual-insole system lets you adjust the interior volume of the boots and create more space when your child's feet grow&nbsp;</div><div>•	Durable rubber outsoles can handle any trail

</div>",,"•	Suede and mesh uppers have built-in waterproof booties to keep your child's feet dry on wet days •	Soft padded collars are comfortable around the ankles •	Soft, cushioned insoles absorb shock •	Big-Fit dual-insole system lets you adjust the interior volume of the boots and create more space when your child's feet grow •	Durable rubber outsoles can handle any trail",,nepal-jr.-waterproof-hiking-boots-kids-
Mystic_Dev,Mystic_Dev,HKFT_034,Yes,No,No,Yes,CampHike,Koven Waterproof Hiking Boots - Kids',70.0000,,,,,,"Designed specifically for young adventurers, the kids' KEEN Koven Mid WP hiking boots are modeled after mom and dad's version, but with attention to the features a youngster needs.","•	Waterproof leather and mesh uppers with waterproof, breathable membranes protect feet from rain and puddles while allowing sweat to evaporate&nbsp;<div>•	Secure-fit lace capture system is easy for kids to adjust&nbsp;</div><div>•	Nonmarking rubber outsoles provide durable support and traction
</div>",,"•	Waterproof leather and mesh uppers with waterproof, breathable membranes protect feet from rain and puddles while allowing sweat to evaporate •	Secure-fit lace capture system is easy for kids to adjust •	Nonmarking rubber outsoles provide durable support and traction",,koven-waterproof-hiking-boots-kids-
Mystic_Dev,Mystic_Dev,HKFT_033,Yes,No,No,Yes,CampHike,Koven Low Waterproof Hiking Shoes - Kids',65.0000,,,,,,"Low-cut for a lighter, more nimble feel than traditional hiking boots, young adventurers will love the comfort, support and waterproof protection of the KEEN Koven Low Waterproof Hiking Shoes.","•	Waterproof leather and mesh uppers with waterproof, breathable membranes protect feet from rain and puddles while allowing sweat to evaporate&nbsp;<div>•	Secure-fit lace capture system is easy for kids to adjust&nbsp;</div><div>•	Nonmarking rubber outsoles provide durable support and traction
</div>",,"•	Waterproof leather and mesh uppers with waterproof, breathable membranes protect feet from rain and puddles while allowing sweat to evaporate •	Secure-fit lace capture system is easy for kids to adjust •	Nonmarking rubber outsoles provide durable support and traction",,koven-low-waterproof-hiking-shoes-kids-
